image,coco_class,suspected_av14,cx,cy,w,h,decision
oi_tr_0a5a024468d00afd.jpg,Stairs,stairs_up/stairs_down,0.499511,0.499270,0.999023,0.998540,stairs_down
oi_tr_0b08fb97e5c9ef3e.jpg,Stairs,stairs_up/stairs_down,0.416374,0.872962,0.294448,0.252157,stairs_up
oi_tr_0b17a470fda85d8a.jpg,Stairs,stairs_up/stairs_down,0.499688,0.514583,0.999375,0.614167,stairs_up
oi_tr_0b4a2ab47f811e61.jpg,Stairs,stairs_up/stairs_down,0.467187,0.528249,0.781875,0.468927,stairs_up
oi_tr_0b502fa99f88861a.jpg,Stairs,stairs_up/stairs_down,0.325047,0.724688,0.650094,0.496875,stairs_up
oi_tr_0c6da404bb387fa9.jpg,Stairs,stairs_up/stairs_down,0.499688,0.828750,0.999375,0.340834,stairs_up
oi_tr_0c70f7c0f3ab154a.jpg,Stairs,stairs_up/stairs_down,0.480938,0.813670,0.765625,0.355805,stairs_down
oi_tr_0df95d37a123cfbd.jpg,Stairs,stairs_up/stairs_down,0.665198,0.415039,0.129222,0.224610,stairs_up
oi_tr_0df95d37a123cfbd.jpg,Stairs,stairs_up/stairs_down,0.782672,0.596680,0.120411,0.138672,stairs_up
oi_tr_0ea4507dd92c8758.jpg,Stairs,stairs_up/stairs_down,0.510313,0.885965,0.778125,0.225878,stairs_down
oi_tr_0f4cec40a38b1ad0.jpg,Stairs,stairs_up/stairs_down,0.538750,0.499584,0.921250,0.999167,drop
oi_tr_0f7804069ff7b0e6.jpg,Stairs,stairs_up/stairs_down,0.577140,0.948902,0.201577,0.100506,drop
oi_tr_0f7804069ff7b0e6.jpg,Stairs,stairs_up/stairs_down,0.741555,0.870777,0.402027,0.256756,drop
oi_tr_0f7804069ff7b0e6.jpg,Stairs,stairs_up/stairs_down,0.852477,0.608530,0.292793,0.416385,drop
oi_tr_0fd2cadfd2a4641c.jpg,Stairs,stairs_up/stairs_down,0.498750,0.629139,0.718750,0.331126,drop
oi_tr_1148bfd6fc8a32a5.jpg,Stairs,stairs_up/stairs_down,0.518066,0.589193,0.672851,0.272135,stairs_up
oi_tr_116417b78ac3f54c.jpg,Stairs,stairs_up/stairs_down,0.499445,0.670313,0.998889,0.341875,stairs_up
oi_tr_120c335ab654b78a.jpg,Stairs,stairs_up/stairs_down,0.348750,0.659012,0.267500,0.442808,drop
oi_tr_1458cc4730b22375.jpg,Stairs,stairs_up/stairs_down,0.325833,0.737500,0.651667,0.433750,stairs_up
oi_tr_1458cc4730b22375.jpg,Stairs,stairs_up/stairs_down,0.811667,0.420625,0.375000,0.251250,stairs_up
oi_tr_14eec4754774bf3e.jpg,Stairs,stairs_up/stairs_down,0.050952,0.666000,0.101905,0.665334,stairs_up
oi_tr_1651fab362631d59.jpg,Stairs,stairs_up/stairs_down,0.571111,0.920000,0.644444,0.153334,stairs_down
oi_tr_1655929c74ef63fc.jpg,Stairs,stairs_up/stairs_down,0.467588,0.684688,0.935176,0.629375,stairs_down
oi_tr_168ba6b258857b64.jpg,Stairs,stairs_up/stairs_down,0.557032,0.617708,0.704687,0.760417,stairs_up
oi_tr_168f0e91d40e9f1d.jpg,Stairs,stairs_up/stairs_down,0.260516,0.779688,0.521033,0.439375,stairs_up
oi_tr_1734859d4c3440d6.jpg,Stairs,stairs_up/stairs_down,0.498896,0.565397,0.997792,0.865894,stairs_up
oi_tr_17b3971edad447b3.jpg,Stairs,stairs_up/stairs_down,0.245515,0.275625,0.407932,0.551250,stairs_up
oi_tr_18098db89b9a6bcb.jpg,Stairs,stairs_up/stairs_down,0.489063,0.701666,0.854375,0.471667,stairs_up
oi_tr_1939128a200672a2.jpg,Stairs,stairs_up/stairs_down,0.526875,0.496233,0.876250,0.928437,stairs_up
oi_tr_1a69495bb7ad0be6.jpg,Stairs,stairs_up/stairs_down,0.699062,0.854584,0.595625,0.275833,stairs_up
oi_tr_1ac8ae3d14b2acf7.jpg,Stairs,stairs_up/stairs_down,0.108750,0.780000,0.217500,0.115000,stairs_up
oi_tr_1ac8ae3d14b2acf7.jpg,Stairs,stairs_up/stairs_down,0.465625,0.644583,0.111250,0.059167,stairs_up
oi_tr_1ac8ae3d14b2acf7.jpg,Stairs,stairs_up/stairs_down,0.934063,0.783334,0.130625,0.111667,stairs_up
oi_tr_1b6d3e17f9d22a0a.jpg,Stairs,stairs_up/stairs_down,0.639375,0.853658,0.691250,0.288931,drop
oi_tr_1bb8d21684bf3bd4.jpg,Stairs,stairs_up/stairs_down,0.499688,0.783438,0.999375,0.431875,stairs_up
oi_tr_1d2052854bb6edf8.jpg,Stairs,stairs_up/stairs_down,0.499531,0.876250,0.999062,0.246250,stairs_up
oi_tr_1d2052854bb6edf8.jpg,Stairs,stairs_up/stairs_down,0.637430,0.421563,0.282364,0.030625,drop
oi_tr_1d7245038c747b07.jpg,Stairs,stairs_up/stairs_down,0.340625,0.547978,0.310000,0.902163,drop
oi_tr_1d7245038c747b07.jpg,Stairs,stairs_up/stairs_down,0.678750,0.551740,0.251250,0.894638,drop
oi_tr_1e066fd6da32807c.jpg,Stairs,stairs_up/stairs_down,0.273125,0.566184,0.311250,0.395995,stairs_up
oi_tr_1f24ef7fbcb66bba.jpg,Stairs,stairs_up/stairs_down,0.145996,0.688151,0.069336,0.040364,stairs_up
oi_tr_1f924132c0e0d670.jpg,Stairs,stairs_up/stairs_down,0.117188,0.670559,0.234375,0.193494,stairs_up
oi_tr_1fc796afd8699f0b.jpg,Stairs,stairs_up/stairs_down,0.462500,0.535416,0.231250,0.279167,stairs_down
oi_tr_1fe28a3f8e8d9868.jpg,Stairs,stairs_up/stairs_down,0.248750,0.521576,0.462500,0.954972,drop
oi_tr_1fe28a3f8e8d9868.jpg,Stairs,stairs_up/stairs_down,0.756875,0.518762,0.485000,0.960600,drop
oi_tr_20194c23267da6f7.jpg,Stairs,stairs_up/stairs_down,0.789375,0.655833,0.146250,0.166667,stairs_up
oi_tr_21676026c3b39e8c.jpg,Stairs,stairs_up/stairs_down,0.338437,0.274166,0.328125,0.548333,drop
oi_tr_24190607ba1c2647.jpg,Stairs,stairs_up/stairs_down,0.499532,0.650625,0.999065,0.697500,stairs_up
oi_tr_24190607ba1c2647.jpg,Stairs,stairs_up/stairs_down,0.477082,0.265000,0.228251,0.087500,drop
oi_tr_24837699a6e881a5.jpg,Stairs,stairs_up/stairs_down,0.470588,0.535000,0.806723,0.511250,drop
oi_tr_24900bc7f3166eb4.jpg,Stairs,stairs_up/stairs_down,0.186250,0.836666,0.372500,0.323333,stairs_up
oi_tr_2517f7aa4dc7e50b.jpg,Stairs,stairs_up/stairs_down,0.048340,0.576823,0.096680,0.526042,stairs_up
oi_tr_2517f7aa4dc7e50b.jpg,Stairs,stairs_up/stairs_down,0.963378,0.554037,0.071289,0.550781,stairs_up
oi_tr_25943d6c0664248a.jpg,Stairs,stairs_up/stairs_down,0.383707,0.483623,0.143035,0.138729,stairs_up
oi_tr_25943d6c0664248a.jpg,Stairs,stairs_up/stairs_down,0.726990,0.746628,0.543532,0.502890,stairs_up
oi_tr_26466da0f54e844e.jpg,Stairs,stairs_up/stairs_down,0.429644,0.607187,0.859287,0.784375,stairs_down
oi_tr_26e922b7ce3c32e1.jpg,Stairs,stairs_up/stairs_down,0.214844,0.569792,0.429688,0.856250,stairs_up
oi_tr_273282232acc90bb.jpg,Stairs,stairs_up/stairs_down,0.555625,0.743111,0.363750,0.395669,stairs_up
oi_tr_27d0fd1fc32c8c1e.jpg,Stairs,stairs_up/stairs_down,0.802880,0.892500,0.392593,0.213750,stairs_up
oi_tr_28d169a8c83bd0d1.jpg,Stairs,stairs_up/stairs_down,0.384375,0.816667,0.350000,0.365000,stairs_up
oi_tr_29712683bb19c5d7.jpg,Stairs,stairs_up/stairs_down,0.555468,0.564844,0.423437,0.554688,stairs_up
oi_tr_29a2daccaff298b2.jpg,Stairs,stairs_up/stairs_down,0.556640,0.740234,0.785157,0.517578,stairs_up
oi_tr_29f2e18ac3926157.jpg,Stairs,stairs_up/stairs_down,0.499531,0.499688,0.999062,0.999375,stairs_up
oi_tr_2a1efc4aeca3e556.jpg,Stairs,stairs_up/stairs_down,0.281562,0.573750,0.421875,0.740000,drop
oi_tr_2a1efc4aeca3e556.jpg,Stairs,stairs_up/stairs_down,0.706875,0.547187,0.377500,0.724375,drop
oi_tr_2a2c061bdf1920a8.jpg,Stairs,stairs_up/stairs_down,0.499688,0.536654,0.999375,0.924812,stairs_up
oi_tr_2a44c9dfee1ffb62.jpg,Stairs,stairs_up/stairs_down,0.375833,0.603333,0.525000,0.322222,stairs_up
oi_tr_2a44c9dfee1ffb62.jpg,Stairs,stairs_up/stairs_down,0.395834,0.203334,0.508333,0.326667,stairs_up
oi_tr_2ac4e45af272b2fc.jpg,Stairs,stairs_up/stairs_down,0.536666,0.510500,0.713333,0.977000,stairs_up
oi_tr_2babc6c9e7e3d4d4.jpg,Stairs,stairs_up/stairs_down,0.362187,0.806625,0.201875,0.093991,stairs_up
oi_tr_2c10d8c1f2f42890.jpg,Stairs,stairs_up/stairs_down,0.511563,0.847917,0.320625,0.292500,stairs_up
oi_tr_2c41fb315ea8b934.jpg,Stairs,stairs_up/stairs_down,0.497500,0.650417,0.548750,0.697500,stairs_up
oi_tr_2c46cfdaae52a915.jpg,Stairs,stairs_up/stairs_down,0.429108,0.468438,0.092018,0.151875,stairs_up
oi_tr_2ca35b59122d809a.jpg,Stairs,stairs_up/stairs_down,0.452500,0.596506,0.472500,0.620632,drop
oi_tr_2ece160c8bbe4e22.jpg,Stairs,stairs_up/stairs_down,0.741824,0.648750,0.514630,0.701250,stairs_up
oi_tr_2f641e26b3cfaf4e.jpg,Stairs,stairs_up/stairs_down,0.496634,0.605938,0.856731,0.786875,stairs_up
oi_tr_313746e7e47c5fbb.jpg,Stairs,stairs_up/stairs_down,0.507533,0.544687,0.615820,0.909375,stairs_up
oi_tr_32049ea0c454a46d.jpg,Stairs,stairs_up/stairs_down,0.569063,0.879001,0.855625,0.240113,drop
oi_tr_3388790198a8d6c6.jpg,Stairs,stairs_up/stairs_down,0.439941,0.705278,0.879883,0.586511,stairs_up
oi_tr_33dc63680c1e5049.jpg,Stairs,stairs_up/stairs_down,0.292578,0.798958,0.310156,0.400000,stairs_down
oi_tr_34f2e6e97214549f.jpg,Stairs,stairs_up/stairs_down,0.647378,0.420625,0.227848,0.266250,stairs_up
oi_tr_34f2e6e97214549f.jpg,Stairs,stairs_up/stairs_down,0.601266,0.774062,0.126582,0.100625,stairs_down
oi_tr_34f2e6e97214549f.jpg,Stairs,stairs_up/stairs_down,0.798372,0.833438,0.401447,0.331875,stairs_down
oi_tr_352a9a7264819351.jpg,Stairs,stairs_up/stairs_down,0.499584,0.621563,0.999167,0.755625,stairs_down
oi_tr_354f848f64afa83a.jpg,Stairs,stairs_up/stairs_down,0.512500,0.658889,0.288334,0.455556,stairs_up
oi_tr_36a8e02d2f849e19.jpg,Stairs,stairs_up/stairs_down,0.611250,0.791250,0.157500,0.227500,stairs_up
oi_tr_36a8e02d2f849e19.jpg,Stairs,stairs_up/stairs_down,0.917188,0.792083,0.110625,0.132500,stairs_up
oi_tr_36db1a2a06205921.jpg,Stairs,stairs_up/stairs_down,0.499375,0.747655,0.998750,0.500938,stairs_up
oi_tr_36def1eebd8a4b24.jpg,Stairs,stairs_up/stairs_down,0.498333,0.673750,0.996667,0.647500,stairs_up
oi_tr_3744b81fdc4efb16.jpg,Stairs,stairs_up/stairs_down,0.218125,0.642924,0.095000,0.071228,stairs_up
oi_tr_3744b81fdc4efb16.jpg,Stairs,stairs_up/stairs_down,0.621875,0.642925,0.556250,0.067479,stairs_up
oi_tr_3a299e1ade60abb7.jpg,Stairs,stairs_up/stairs_down,0.499688,0.499531,0.999375,0.999062,stairs_up
oi_tr_3a3d5ba9a2414a8c.jpg,Stairs,stairs_up/stairs_down,0.499349,0.791015,0.998698,0.255859,stairs_down
oi_tr_3ae3dff1dcdc8a36.jpg,Stairs,stairs_up/stairs_down,0.499529,0.735313,0.999058,0.528125,stairs_up
oi_tr_3b603140d98d708c.jpg,Stairs,stairs_up/stairs_down,0.347168,0.771484,0.147460,0.188802,stairs_up
oi_tr_3b603140d98d708c.jpg,Stairs,stairs_up/stairs_down,0.558594,0.583333,0.166016,0.289063,stairs_up
oi_tr_3b7764a38cf2bc32.jpg,Stairs,stairs_up/stairs_down,0.418750,0.771875,0.270834,0.454166,stairs_up
oi_tr_3c0452ba6e545b4a.jpg,Stairs,stairs_up/stairs_down,0.891563,0.678943,0.175625,0.443815,stairs_up
oi_tr_3f5379f7a3f099d4.jpg,Stairs,stairs_up/stairs_down,0.499584,0.589063,0.999167,0.820625,stairs_up
oi_tr_40b6cf6301d5c1fc.jpg,Stairs,stairs_up/stairs_down,0.313750,0.743750,0.605000,0.480834,stairs_up
oi_tr_40b6cf6301d5c1fc.jpg,Stairs,stairs_up/stairs_down,0.657500,0.286250,0.682500,0.572500,stairs_up
oi_tr_40c66dfa92b9377e.jpg,Stairs,stairs_up/stairs_down,0.368750,0.416981,0.522500,0.615094,stairs_up
oi_tr_40f14a5bb5a2bdca.jpg,Stairs,stairs_up/stairs_down,0.499688,0.733993,0.999375,0.530131,stairs_up
oi_tr_40ff77bc7308de99.jpg,Stairs,stairs_up/stairs_down,0.559159,0.873125,0.699387,0.252500,stairs_down
oi_tr_4103f97c0daef006.jpg,Stairs,stairs_up/stairs_down,0.489524,0.529062,0.660952,0.659375,stairs_up
oi_tr_41e248a361614430.jpg,Stairs,stairs_up/stairs_down,0.499688,0.798042,0.999375,0.402135,stairs_up
oi_tr_42385205f12356cf.jpg,Stairs,stairs_up/stairs_down,0.499219,0.498959,0.998438,0.997917,drop
oi_tr_42cab29f5b4729a0.jpg,Stairs,stairs_up/stairs_down,0.606934,0.837004,0.401367,0.255507,stairs_up
oi_tr_42d67d3c645ce102.jpg,Stairs,stairs_up/stairs_down,0.499688,0.575516,0.999375,0.847092,drop
oi_tr_42f42084fac0ff7e.jpg,Stairs,stairs_up/stairs_down,0.604575,0.647059,0.777778,0.702614,stairs_up
oi_tr_4360afc4db1ed69c.jpg,Stairs,stairs_up/stairs_down,0.499688,0.753283,0.999375,0.491557,stairs_up
oi_tr_43b2d285b81cad17.jpg,Stairs,stairs_up/stairs_down,0.602857,0.894624,0.311428,0.206451,stairs_down
oi_tr_43b2d285b81cad17.jpg,Stairs,stairs_up/stairs_down,0.732143,0.518280,0.298572,0.404301,stairs_up
oi_tr_43b2d285b81cad17.jpg,Stairs,stairs_up/stairs_down,0.967857,0.698925,0.061428,0.150538,drop
oi_tr_43bbd2556bca024e.jpg,Stairs,stairs_up/stairs_down,0.605938,0.706848,0.481875,0.451220,stairs_up
oi_tr_43bbd2556bca024e.jpg,Stairs,stairs_up/stairs_down,0.580625,0.383678,0.196250,0.189493,stairs_up
oi_tr_43bbd2556bca024e.jpg,Stairs,stairs_up/stairs_down,0.733750,0.400563,0.097500,0.151970,stairs_up
oi_tr_43bbd2556bca024e.jpg,Stairs,stairs_up/stairs_down,0.915938,0.380863,0.166875,0.183864,stairs_up
oi_tr_43f8e2df090731ff.jpg,Stairs,stairs_up/stairs_down,0.902500,0.689167,0.193750,0.468333,stairs_up
oi_tr_44727f7ab7127c41.jpg,Stairs,stairs_up/stairs_down,0.075313,0.394466,0.150625,0.276735,stairs_up
oi_tr_44727f7ab7127c41.jpg,Stairs,stairs_up/stairs_down,0.920000,0.346623,0.145000,0.192308,stairs_up
oi_tr_450cc83a502ac7f6.jpg,Stairs,stairs_up/stairs_down,0.562818,0.595000,0.415959,0.758750,stairs_up
oi_tr_45150c74fcee7c52.jpg,Stairs,stairs_up/stairs_down,0.525000,0.784240,0.175000,0.429644,drop
oi_tr_46994b60dc09ed93.jpg,Stairs,stairs_up/stairs_down,0.471857,0.742813,0.651032,0.513125,stairs_up
oi_tr_47d5c19eda3c723f.jpg,Stairs,stairs_up/stairs_down,0.499688,0.790000,0.999375,0.418334,stairs_down
oi_tr_48e47ed7fb648bec.jpg,Stairs,stairs_up/stairs_down,0.568056,0.614062,0.862037,0.300625,stairs_up
oi_tr_493dad1844c6832a.jpg,Stairs,stairs_up/stairs_down,0.831875,0.782427,0.335000,0.433473,stairs_up
oi_tr_4b420654204bf014.jpg,Stairs,stairs_up/stairs_down,0.498959,0.626563,0.997917,0.743751,stairs_up
oi_tr_4be654f2ca74620a.jpg,Stairs,stairs_up/stairs_down,0.541667,0.729062,0.807778,0.486875,stairs_up
oi_tr_4beb0c0fb1884aa8.jpg,Stairs,stairs_up/stairs_down,0.351328,0.374375,0.230897,0.148750,stairs_up
oi_tr_4cda7504c1400164.jpg,Stairs,stairs_up/stairs_down,0.330207,0.522188,0.660413,0.351875,stairs_up
oi_tr_4d0ff5bef5665f46.jpg,Stairs,stairs_up/stairs_down,0.454166,0.592188,0.621667,0.310625,stairs_up
oi_tr_4d0ff5bef5665f46.jpg,Stairs,stairs_up/stairs_down,0.264167,0.827813,0.200000,0.235625,stairs_up
oi_tr_4d0ff5bef5665f46.jpg,Stairs,stairs_up/stairs_down,0.310000,0.590625,0.118334,0.112500,stairs_up
oi_tr_4d0ff5bef5665f46.jpg,Stairs,stairs_up/stairs_down,0.456667,0.085000,0.330000,0.170000,stairs_up
oi_tr_4d0ff5bef5665f46.jpg,Stairs,stairs_up/stairs_down,0.653334,0.900000,0.691667,0.198750,stairs_up
oi_tr_4d0ff5bef5665f46.jpg,Stairs,stairs_up/stairs_down,0.657917,0.205313,0.682500,0.390625,stairs_up
oi_tr_4d25b41886ec7a31.jpg,Stairs,stairs_up/stairs_down,0.108886,0.694323,0.217773,0.098981,stairs_down
oi_tr_4d25b41886ec7a31.jpg,Stairs,stairs_up/stairs_down,0.347657,0.393013,0.189453,0.264920,stairs_up
oi_tr_4d25b41886ec7a31.jpg,Stairs,stairs_up/stairs_down,0.535156,0.625910,0.240234,0.302766,stairs_up
oi_tr_4fe738feb41409d9.jpg,Stairs,stairs_up/stairs_down,0.192500,0.682500,0.385000,0.633334,stairs_up
oi_tr_4fe738feb41409d9.jpg,Stairs,stairs_up/stairs_down,0.732187,0.772084,0.534375,0.454167,stairs_up
oi_tr_501332864888a4c7.jpg,Stairs,stairs_up/stairs_down,0.708438,0.727486,0.581875,0.543152,stairs_up
oi_tr_50470ecf60cc6662.jpg,Stairs,stairs_up/stairs_down,0.344922,0.776172,0.689844,0.446094,drop
oi_tr_50470ecf60cc6662.jpg,Stairs,stairs_up/stairs_down,0.514453,0.480468,0.110156,0.070313,drop
oi_tr_5059f145b6ebb178.jpg,Stairs,stairs_up/stairs_down,0.367188,0.821250,0.734375,0.355834,stairs_down
oi_tr_51d2760d32070dae.jpg,Stairs,stairs_up/stairs_down,0.516572,0.740000,0.964962,0.312500,stairs_up
oi_tr_5207d05f2d5b629f.jpg,Stairs,stairs_up/stairs_down,0.448750,0.605312,0.897500,0.788125,stairs_up
oi_tr_521520fb0fe949e6.jpg,Stairs,stairs_up/stairs_down,0.610000,0.765537,0.575000,0.410546,stairs_up
oi_tr_5221823ca7ca8068.jpg,Stairs,stairs_up/stairs_down,0.157188,0.690834,0.314375,0.616667,stairs_down
oi_tr_5221823ca7ca8068.jpg,Stairs,stairs_up/stairs_down,0.621250,0.513750,0.613750,0.195834,stairs_down
oi_tr_53035983686dfbdb.jpg,Stairs,stairs_up/stairs_down,0.499531,0.761563,0.999062,0.473125,stairs_up
oi_tr_53f794f6a23208f9.jpg,Stairs,stairs_up/stairs_down,0.315417,0.168125,0.417500,0.336250,stairs_up
oi_tr_55041b4d530ae137.jpg,Stairs,stairs_up/stairs_down,0.530000,0.674843,0.645000,0.647799,stairs_up
oi_tr_58dbbaf9d6e6bca5.jpg,Stairs,stairs_up/stairs_down,0.425625,0.327392,0.260000,0.307692,stairs_down
oi_tr_58dbbaf9d6e6bca5.jpg,Stairs,stairs_up/stairs_down,0.512188,0.635553,0.208125,0.244841,stairs_down
oi_tr_58dbbaf9d6e6bca5.jpg,Stairs,stairs_up/stairs_down,0.699375,0.640713,0.346250,0.303940,stairs_down
oi_tr_58e2581cfc1a5fa8.jpg,Stairs,stairs_up/stairs_down,0.702500,0.585457,0.405000,0.190405,stairs_up
oi_tr_5a3ccaf73e70a48e.jpg,Stairs,stairs_up/stairs_down,0.516667,0.619687,0.965000,0.459375,stairs_down
oi_tr_5b8e62e3737d00cf.jpg,Stairs,stairs_up/stairs_down,0.577812,0.984990,0.233125,0.028143,drop
oi_tr_5ba7615baae82985.jpg,Stairs,stairs_up/stairs_down,0.499531,0.349687,0.999062,0.626875,drop
oi_tr_5bc179c1bfe94e75.jpg,Stairs,stairs_up/stairs_down,0.643528,0.624688,0.469043,0.231875,stairs_up
oi_tr_5c9dd8b74e0ac326.jpg,Stairs,stairs_up/stairs_down,0.395872,0.914687,0.230769,0.169375,stairs_down
oi_tr_5d95265f2814556e.jpg,Stairs,stairs_up/stairs_down,0.234687,0.630336,0.231875,0.343324,stairs_up
oi_tr_5db1115112b4ce01.jpg,Stairs,stairs_up/stairs_down,0.500000,0.740000,0.778750,0.405000,stairs_up
oi_tr_6057cd7fec10adc2.jpg,Stairs,stairs_up/stairs_down,0.568125,0.725417,0.426250,0.547500,stairs_up
oi_tr_608a20e7fb2252f0.jpg,Stairs,stairs_up/stairs_down,0.462056,0.862187,0.924111,0.274375,stairs_down
oi_tr_60bc6d92fbea873e.jpg,Stairs,stairs_up/stairs_down,0.609063,0.927299,0.074375,0.143527,stairs_down
oi_tr_61690c9a30eabae6.jpg,Stairs,stairs_up/stairs_down,0.182500,0.499531,0.365000,0.999062,stairs_up
oi_tr_6274684d9ae663cf.jpg,Stairs,stairs_up/stairs_down,0.499413,0.770313,0.998826,0.456250,stairs_down
oi_tr_63ebd45c4691bae9.jpg,Stairs,stairs_up/stairs_down,0.373125,0.839375,0.145000,0.136250,stairs_down
oi_tr_63ebd45c4691bae9.jpg,Stairs,stairs_up/stairs_down,0.650625,0.745000,0.171250,0.305000,stairs_down
oi_tr_640b9ec2a1c91a34.jpg,Stairs,stairs_up/stairs_down,0.223750,0.770000,0.277500,0.458334,stairs_up
oi_tr_6415c01fd9cc29e3.jpg,Stairs,stairs_up/stairs_down,0.842812,0.541250,0.136875,0.195834,stairs_up
oi_tr_64455e3a529b5ad9.jpg,Stairs,stairs_up/stairs_down,0.079687,0.406323,0.128125,0.110070,drop
oi_tr_64455e3a529b5ad9.jpg,Stairs,stairs_up/stairs_down,0.767188,0.836066,0.206251,0.196721,stairs_up
oi_tr_64455e3a529b5ad9.jpg,Stairs,stairs_up/stairs_down,0.797656,0.651053,0.123438,0.093677,stairs_down
