image,coco_class,suspected_av14,cx,cy,w,h,decision
oi_tr_352a9a7264819351.jpg,Stairs,stairs_down/stairs_up,0.499584,0.621563,0.999167,0.755625,stairs_down
oi_tr_3a3d5ba9a2414a8c.jpg,Stairs,stairs_down/stairs_up,0.499349,0.791015,0.998698,0.255859,stairs_down
oi_tr_40ff77bc7308de99.jpg,Stairs,stairs_down/stairs_up,0.559159,0.873125,0.699387,0.252500,stairs_up
oi_tr_43b2d285b81cad17.jpg,Stairs,stairs_down/stairs_up,0.602857,0.894624,0.311428,0.206451,stairs_up
oi_tr_47d5c19eda3c723f.jpg,Stairs,stairs_down/stairs_up,0.499688,0.790000,0.999375,0.418334,stairs_down
oi_tr_4d25b41886ec7a31.jpg,Stairs,stairs_down/stairs_up,0.108886,0.694323,0.217773,0.098981,stairs_up
oi_tr_5059f145b6ebb178.jpg,Stairs,stairs_down/stairs_up,0.367188,0.821250,0.734375,0.355834,stairs_up
oi_tr_5221823ca7ca8068.jpg,Stairs,stairs_down/stairs_up,0.157188,0.690834,0.314375,0.616667,stairs_up
oi_tr_5221823ca7ca8068.jpg,Stairs,stairs_down/stairs_up,0.621250,0.513750,0.613750,0.195834,stairs_up
oi_tr_58dbbaf9d6e6bca5.jpg,Stairs,stairs_down/stairs_up,0.425625,0.327392,0.260000,0.307692,stairs_up
oi_tr_58dbbaf9d6e6bca5.jpg,Stairs,stairs_down/stairs_up,0.512188,0.635553,0.208125,0.244841,stairs_down
oi_tr_58dbbaf9d6e6bca5.jpg,Stairs,stairs_down/stairs_up,0.699375,0.640713,0.346250,0.303940,stairs_down
oi_tr_5a3ccaf73e70a48e.jpg,Stairs,stairs_down/stairs_up,0.516667,0.619687,0.965000,0.459375,stairs_down
oi_tr_5c9dd8b74e0ac326.jpg,Stairs,stairs_down/stairs_up,0.395872,0.914687,0.230769,0.169375,stairs_up
oi_tr_608a20e7fb2252f0.jpg,Stairs,stairs_down/stairs_up,0.462056,0.862187,0.924111,0.274375,stairs_down
oi_tr_60bc6d92fbea873e.jpg,Stairs,stairs_down/stairs_up,0.609063,0.927299,0.074375,0.143527,stairs_up
oi_tr_6274684d9ae663cf.jpg,Stairs,stairs_down/stairs_up,0.499413,0.770313,0.998826,0.456250,stairs_down
oi_tr_63ebd45c4691bae9.jpg,Stairs,stairs_down/stairs_up,0.373125,0.839375,0.145000,0.136250,stairs_down
oi_tr_63ebd45c4691bae9.jpg,Stairs,stairs_down/stairs_up,0.650625,0.745000,0.171250,0.305000,stairs_up
oi_tr_64455e3a529b5ad9.jpg,Stairs,stairs_down/stairs_up,0.797656,0.651053,0.123438,0.093677,stairs_up
oi_tr_66aa0890d45dccc7.jpg,Stairs,stairs_down/stairs_up,0.444375,0.499445,0.820000,0.998890,stairs_down
oi_tr_6723c4064236fac2.jpg,Stairs,stairs_down/stairs_up,0.312637,0.493125,0.097882,0.122500,stairs_up
oi_tr_680c09deb5cbd1b6.jpg,Stairs,stairs_down/stairs_up,0.420000,0.703966,0.840000,0.590180,stairs_down
oi_tr_6f793ac80045751c.jpg,Stairs,stairs_down/stairs_up,0.300000,0.653750,0.222930,0.313750,stairs_up
oi_tr_6f793ac80045751c.jpg,Stairs,stairs_down/stairs_up,0.378344,0.367500,0.163058,0.111250,stairs_up
oi_tr_6f793ac80045751c.jpg,Stairs,stairs_down/stairs_up,0.423567,0.246875,0.087898,0.051250,stairs_down
oi_tr_70f0e3b113fc24f7.jpg,Stairs,stairs_down/stairs_up,0.255000,0.313283,0.253334,0.375940,stairs_down
oi_tr_74cb0a264a5e4eca.jpg,Stairs,stairs_down/stairs_up,0.511438,0.768791,0.565360,0.416666,stairs_down
oi_tr_772f6b423ce03934.jpg,Stairs,stairs_down/stairs_up,0.882500,0.596250,0.130000,0.497500,stairs_down
oi_tr_786e6a31a6b7ad9b.jpg,Stairs,stairs_down/stairs_up,0.750833,0.722500,0.496667,0.553750,stairs_down
oi_tr_7996e90c6ed66b94.jpg,Stairs,stairs_down/stairs_up,0.852626,0.501875,0.290461,0.102500,stairs_down
oi_tr_83bf9c3b96492b3a.jpg,Stairs,stairs_down/stairs_up,0.582422,0.645507,0.794532,0.707031,stairs_down
oi_tr_854b8ed16e2656a8.jpg,Stairs,stairs_down/stairs_up,0.527281,0.725938,0.110066,0.096875,stairs_up
oi_tr_8d54930831b84df3.jpg,Stairs,stairs_down/stairs_up,0.812188,0.698406,0.374375,0.601313,stairs_down
oi_tr_8d6db387c984df3c.jpg,Stairs,stairs_down/stairs_up,0.488750,0.705441,0.977500,0.587242,stairs_down
oi_tr_8f130b9dc0a8cf28.jpg,Stairs,stairs_down/stairs_up,0.525937,0.505834,0.104375,0.266667,stairs_up
oi_tr_90f9111908cf1abe.jpg,Stairs,stairs_down/stairs_up,0.762079,0.787109,0.472914,0.423828,stairs_up
oi_tr_9c7df247c6684727.jpg,Stairs,stairs_down/stairs_up,0.519288,0.560000,0.958457,0.782222,stairs_down
oi_tr_9cf5f650c85b4bb9.jpg,Stairs,stairs_down/stairs_up,0.096562,0.701410,0.193125,0.444109,stairs_down
oi_tr_9cf5f650c85b4bb9.jpg,Stairs,stairs_down/stairs_up,0.232187,0.775931,0.195625,0.365559,stairs_down
oi_tr_9cf5f650c85b4bb9.jpg,Stairs,stairs_down/stairs_up,0.379688,0.535750,0.078125,0.163142,stairs_down
oi_tr_9cf5f650c85b4bb9.jpg,Stairs,stairs_down/stairs_up,0.715313,0.671199,0.144375,0.524673,stairs_down
oi_tr_9cf5f650c85b4bb9.jpg,Stairs,stairs_down/stairs_up,0.889063,0.443101,0.220625,0.886203,stairs_down
oi_tr_a1f7bec788069124.jpg,Stairs,stairs_down/stairs_up,0.408125,0.647917,0.816250,0.702500,stairs_down
oi_tr_a399be6c707e855c.jpg,Stairs,stairs_down/stairs_up,0.495094,0.554121,0.296812,0.384993,stairs_up
oi_tr_a4d453ff91b03a43.jpg,Stairs,stairs_down/stairs_up,0.499531,0.758125,0.999062,0.482500,stairs_up
oi_tr_a515fd3be262fd77.jpg,Stairs,stairs_down/stairs_up,0.462500,0.632422,0.925000,0.733594,stairs_down
oi_tr_a7e54039573ddd51.jpg,Stairs,stairs_down/stairs_up,0.300130,0.558106,0.600260,0.881835,stairs_up
oi_tr_aaa1f5e4f01123e3.jpg,Stairs,stairs_down/stairs_up,0.402187,0.884398,0.335625,0.229323,stairs_up
oi_tr_b013cfda29ba0f5f.jpg,Stairs,stairs_down/stairs_up,0.685764,0.593099,0.229166,0.582032,stairs_up
oi_tr_b3652138c08b2856.jpg,Stairs,stairs_down/stairs_up,0.193359,0.816252,0.349609,0.364568,stairs_up
oi_tr_b52b0671d53a0d34.jpg,Stairs,stairs_down/stairs_up,0.424063,0.770417,0.848125,0.457500,stairs_up
oi_tr_b65c9532570df2db.jpg,Stairs,stairs_down/stairs_up,0.525797,0.766563,0.479362,0.245625,stairs_down
oi_tr_b741c42cb9bd02b8.jpg,Stairs,stairs_down/stairs_up,0.386230,0.854818,0.297851,0.287760,stairs_down
oi_tr_b741c42cb9bd02b8.jpg,Stairs,stairs_down/stairs_up,0.860351,0.898438,0.277343,0.200521,stairs_up
oi_tr_b8c6a9c920d9e20f.jpg,Stairs,stairs_down/stairs_up,0.707812,0.551667,0.101875,0.110000,stairs_up
oi_tr_bb14c09c5dfd68f5.jpg,Stairs,stairs_down/stairs_up,0.527083,0.626562,0.412500,0.745625,stairs_down
oi_tr_bb7c74998158cc60.jpg,Stairs,stairs_down/stairs_up,0.774088,0.842773,0.449219,0.281250,stairs_down
oi_tr_bbc1a1c66c3eb7d8.jpg,Stairs,stairs_down/stairs_up,0.490000,0.841875,0.313334,0.313750,stairs_up
oi_tr_ca64a364d89410ac.jpg,Stairs,stairs_down/stairs_up,0.112500,0.926818,0.161250,0.144476,stairs_up
oi_tr_d3037aaf8f3c2909.jpg,Stairs,stairs_down/stairs_up,0.499688,0.499531,0.999375,0.999062,stairs_down
oi_tr_d6ab18261f2275db.jpg,Stairs,stairs_down/stairs_up,0.303125,0.605833,0.271250,0.215000,stairs_down
oi_tr_d6ab18261f2275db.jpg,Stairs,stairs_down/stairs_up,0.718750,0.561250,0.237500,0.135834,stairs_up
oi_tr_d7626cad8414a835.jpg,Stairs,stairs_down/stairs_up,0.692813,0.930113,0.113125,0.137899,stairs_up
oi_tr_d7ca016498e37cff.jpg,Stairs,stairs_down/stairs_up,0.563438,0.499584,0.871875,0.999167,stairs_down
oi_tr_da693be1abaff0ba.jpg,Stairs,stairs_down/stairs_up,0.193900,0.833571,0.387800,0.330000,stairs_down
oi_tr_dcb77e51756fd694.jpg,Stairs,stairs_down/stairs_up,0.617261,0.812500,0.763602,0.317500,stairs_up
oi_tr_e23d70562de8332a.jpg,Stairs,stairs_down/stairs_up,0.580000,0.797084,0.590000,0.404167,stairs_down
oi_tr_e3f9a6ce63873260.jpg,Stairs,stairs_down/stairs_up,0.299375,0.664313,0.598750,0.669491,stairs_down
oi_tr_e6a26f460d1a49de.jpg,Stairs,stairs_down/stairs_up,0.501250,0.686250,0.992500,0.215000,stairs_down
oi_tr_e6a299d79fe01720.jpg,Stairs,stairs_down/stairs_up,0.078799,0.856875,0.157598,0.112500,stairs_down
oi_tr_e76b01beec17c5fd.jpg,Stairs,stairs_down/stairs_up,0.622812,0.680000,0.753125,0.638334,stairs_up
oi_tr_ec0c1326fe68f8d6.jpg,Stairs,stairs_down/stairs_up,0.790000,0.432452,0.113750,0.068620,stairs_up
oi_tr_eccbb0b96ebd0f83.jpg,Stairs,stairs_down/stairs_up,0.396811,0.764063,0.793621,0.470625,stairs_down
oi_tr_eebb1426894412bc.jpg,Stairs,stairs_down/stairs_up,0.467782,0.651875,0.692887,0.652500,stairs_down
oi_tr_f58ea6ca2a6f833b.jpg,Stairs,stairs_down/stairs_up,0.206700,0.364379,0.413399,0.277778,stairs_down
oi_tr_f58ea6ca2a6f833b.jpg,Stairs,stairs_down/stairs_up,0.355392,0.799837,0.710784,0.397059,stairs_down
oi_tr_f58ea6ca2a6f833b.jpg,Stairs,stairs_down/stairs_up,0.709968,0.421569,0.576797,0.346405,stairs_down
oi_tr_f5ff9e51659da900.jpg,Stairs,stairs_down/stairs_up,0.270000,0.710131,0.540000,0.577861,stairs_up
oi_tr_f67ac8a745f23280.jpg,Stairs,stairs_down/stairs_up,0.195262,0.669118,0.165033,0.168301,stairs_up
oi_tr_f67ac8a745f23280.jpg,Stairs,stairs_down/stairs_up,0.638889,0.684640,0.718954,0.627451,stairs_up
oi_tr_f67ac8a745f23280.jpg,Stairs,stairs_down/stairs_up,0.552288,0.906046,0.284313,0.184641,stairs_up
oi_tr_f9417c97729acdc1.jpg,Stairs,stairs_down/stairs_up,0.499688,0.499518,0.999375,0.999037,stairs_down
oi_tr_fc3a79ccfab3d42d.jpg,Stairs,stairs_down/stairs_up,0.500625,0.040566,0.176250,0.079246,stairs_down
oi_tr_fc3a79ccfab3d42d.jpg,Stairs,stairs_down/stairs_up,0.534687,0.281132,0.219375,0.150944,stairs_up
oi_tr_fc3a79ccfab3d42d.jpg,Stairs,stairs_down/stairs_up,0.535000,0.422642,0.151250,0.099999,stairs_up
oi_tr_fc3a79ccfab3d42d.jpg,Stairs,stairs_down/stairs_up,0.689688,0.501887,0.146875,0.184906,stairs_up
oi_tr_fc3a79ccfab3d42d.jpg,Stairs,stairs_down/stairs_up,0.735000,0.279717,0.143750,0.093396,stairs_up
oi_tr_ff9c12f1d0f16e40.jpg,Stairs,stairs_down/stairs_up,0.499688,0.654167,0.999375,0.690000,stairs_down
oi_va_0cccffa267fce7bb.jpg,Stairs,stairs_down/stairs_up,0.500000,0.500000,1.000000,1.000000,stairs_down
oi_va_361742ff1a64af93.jpg,Stairs,stairs_down/stairs_up,0.688281,0.530271,0.170312,0.442589,stairs_down
oi_va_361742ff1a64af93.jpg,Stairs,stairs_down/stairs_up,0.903125,0.807933,0.100000,0.379958,stairs_down
oi_va_43279ad5d74d5f67.jpg,Stairs,stairs_down/stairs_up,0.151562,0.685417,0.168750,0.625000,stairs_up
oi_va_8eb32c27fcb2dd3e.jpg,Stairs,stairs_down/stairs_up,0.041116,0.087778,0.082232,0.175556,stairs_up
oi_va_d1dedc82fa753370.jpg,Stairs,stairs_down/stairs_up,0.500000,0.497788,1.000000,0.995575,stairs_down
oi_va_f9dc8cf3528ecac1.jpg,Stairs,stairs_down/stairs_up,0.500000,0.906250,1.000000,0.187500,stairs_down
oi_va_f9e61241218288ba.jpg,Stairs,stairs_down/stairs_up,0.785156,0.607292,0.182813,0.135417,stairs_up
