image,coco_class,suspected_av14,cx,cy,w,h,decision
9fd8198b-0f7b-4fb2-9ccb-e25d4d4d8faf_1_00252.jpg,cell phone,sign_lift,0.679908,0.347844,0.268283,0.277722,sign_lift
9fd8198b-0f7b-4fb2-9ccb-e25d4d4d8faf_1_00253.jpg,cell phone,sign_lift,0.412389,0.373325,0.545189,0.616493,sign_lift
a68df4e3-7598-4c65-8c4c-05e93da4388a_00265.jpg,tv,signboard,0.698204,0.438754,0.107553,0.038645,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00282.jpg,tv,signboard,0.859983,0.479496,0.276464,0.471864,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00284.jpg,stop sign,signboard,0.677626,0.031354,0.494976,0.061986,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00299.jpg,refrigerator,signboard/door/pole,0.684772,0.414462,0.379337,0.465997,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00310.jpg,tv,signboard,0.938080,0.450174,0.099240,0.044823,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00310.jpg,tv,signboard,0.423552,0.351625,0.078781,0.062146,signboard
a68df4e3-7598-4c65-8c4c-05e93da4388a_00338.jpg,refrigerator,signboard/door/pole,0.328191,0.654634,0.643930,0.687903,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00342.jpg,stop sign,signboard,0.444761,0.273903,0.097196,0.077534,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00354.jpg,tv,signboard,0.350639,0.273844,0.193059,0.118266,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00354.jpg,bench,chair/table/stairs_up,0.503677,0.555589,0.379614,0.125806,chair
a68df4e3-7598-4c65-8c4c-05e93da4388a_00355.jpg,bench,chair/table/stairs_up,0.498803,0.705419,0.539622,0.295595,chair
a68df4e3-7598-4c65-8c4c-05e93da4388a_00359.jpg,tv,signboard,0.946339,0.390309,0.107322,0.175456,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00385.jpg,bench,chair/table/stairs_up,0.496526,0.629326,0.993052,0.732343,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00391.jpg,tv,signboard,0.211441,0.464107,0.113430,0.033313,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00392.jpg,tv,signboard,0.771919,0.469673,0.067515,0.054830,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00393.jpg,tv,signboard,0.137792,0.383862,0.089669,0.040728,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00394.jpg,tv,signboard,0.133733,0.317475,0.066135,0.044798,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00394.jpg,tv,signboard,0.476879,0.323652,0.098119,0.041247,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00394.jpg,tv,signboard,0.303641,0.319897,0.062342,0.039832,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00394.jpg,tv,signboard,0.072900,0.315106,0.071818,0.050415,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00394.jpg,tv,signboard,0.193624,0.316598,0.060007,0.041308,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00394.jpg,tv,signboard,0.355522,0.319003,0.055204,0.039779,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00394.jpg,tv,signboard,0.248363,0.318477,0.054764,0.041193,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00394.jpg,tv,signboard,0.407813,0.320049,0.058642,0.038093,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00394.jpg,tv,signboard,0.051136,0.415120,0.073267,0.023092,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00395.jpg,tv,signboard,0.102991,0.278856,0.203283,0.086763,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00395.jpg,tv,signboard,0.089058,0.274507,0.090495,0.073114,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00395.jpg,tv,signboard,0.166395,0.280778,0.073807,0.062938,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00396.jpg,tv,signboard,0.109306,0.279359,0.215894,0.118116,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00398.jpg,tv,signboard,0.718254,0.430961,0.077701,0.069293,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00401.jpg,tv,signboard,0.357237,0.430962,0.660439,0.820372,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00408.jpg,tv,signboard,0.646526,0.356052,0.135884,0.090289,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00414.jpg,tv,signboard,0.542441,0.407172,0.264023,0.113170,signboard
a68df4e3-7598-4c65-8c4c-05e93da4388a_00414.jpg,tv,signboard,0.036936,0.616286,0.073428,0.114071,signboard
a68df4e3-7598-4c65-8c4c-05e93da4388a_00416.jpg,tv,signboard,0.513182,0.241897,0.087230,0.031800,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00418.jpg,tv,signboard,0.459931,0.287789,0.104783,0.041290,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00419.jpg,tv,signboard,0.526062,0.324880,0.120324,0.045509,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00420.jpg,tv,signboard,0.545868,0.311137,0.148772,0.059368,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00420.jpg,tv,signboard,0.428843,0.287576,0.101812,0.108714,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00421.jpg,tv,signboard,0.797167,0.230004,0.218780,0.083471,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00422.jpg,tv,signboard,0.510508,0.169526,0.288606,0.139030,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00424.jpg,refrigerator,signboard/door/pole,0.422857,0.622724,0.714349,0.747648,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00428.jpg,bench,chair/table/stairs_up,0.384089,0.770702,0.591131,0.450235,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00431.jpg,tv,signboard,0.781872,0.417777,0.071374,0.049496,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00431.jpg,tv,signboard,0.560034,0.366518,0.076792,0.025735,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00432.jpg,tv,signboard,0.816044,0.409565,0.098875,0.057010,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00432.jpg,tv,signboard,0.562217,0.352025,0.082653,0.035158,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00433.jpg,tv,signboard,0.556723,0.495908,0.100103,0.058565,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00433.jpg,tv,signboard,0.052550,0.431291,0.104449,0.074421,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00434.jpg,tv,signboard,0.823638,0.449155,0.147744,0.078633,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00434.jpg,tv,signboard,0.448877,0.372102,0.110262,0.048632,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00435.jpg,tv,signboard,0.715298,0.425436,0.182814,0.084901,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00435.jpg,tv,signboard,0.252191,0.298384,0.147302,0.074141,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00436.jpg,tv,signboard,0.487767,0.424337,0.343698,0.169192,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00436.jpg,tv,signboard,0.873069,0.608580,0.251461,0.157081,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00440.jpg,tv,signboard,0.210640,0.162109,0.311757,0.121816,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00446.jpg,refrigerator,signboard/door/pole,0.753321,0.646968,0.322359,0.253447,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00459.jpg,tv,signboard,0.815771,0.575894,0.220353,0.149745,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00460.jpg,tv,signboard,0.237790,0.250308,0.475579,0.268940,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00460.jpg,tv,signboard,0.752518,0.295446,0.494964,0.239934,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00461.jpg,tv,signboard,0.665200,0.440225,0.667070,0.234483,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00462.jpg,tv,signboard,0.789844,0.185625,0.416924,0.330737,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00469.jpg,parking meter,dustbin/sign_lift,0.409328,0.476186,0.210457,0.226590,dustbin
a68df4e3-7598-4c65-8c4c-05e93da4388a_00478.jpg,vase,dustbin,0.596041,0.806892,0.160015,0.098409,drop
a68df4e3-7598-4c65-8c4c-05e93da4388a_00481.jpg,bench,chair/table/stairs_up,0.073206,0.426847,0.144020,0.140353,chair
b532ffc4-e34f-4834-a314-f0714f59fcba_00489.jpg,tv,signboard,0.695081,0.419864,0.059791,0.033894,drop
b532ffc4-e34f-4834-a314-f0714f59fcba_00489.jpg,tv,signboard,0.777429,0.417585,0.043991,0.029634,drop
b532ffc4-e34f-4834-a314-f0714f59fcba_00489.jpg,tv,signboard,0.202526,0.426055,0.099765,0.037516,drop
b532ffc4-e34f-4834-a314-f0714f59fcba_00489.jpg,tv,signboard,0.476896,0.450864,0.101981,0.047808,drop
b532ffc4-e34f-4834-a314-f0714f59fcba_00528.jpg,vase,dustbin,0.470846,0.495934,0.135624,0.110091,drop
b532ffc4-e34f-4834-a314-f0714f59fcba_00601.jpg,refrigerator,signboard/door/pole,0.498375,0.384905,0.996751,0.722660,signboard
Cm8vWakf2os_AIIMS_Jammu_Hospital_Inside_Tour_00787.jpg,bench,chair/table/stairs_up,0.883759,0.814122,0.135140,0.261157,chair
Cm8vWakf2os_AIIMS_Jammu_Hospital_Inside_Tour_00787.jpg,bench,chair/table/stairs_up,0.949917,0.872297,0.098980,0.246498,chair
Cm8vWakf2os_AIIMS_Jammu_Hospital_Inside_Tour_00789.jpg,bench,chair/table/stairs_up,0.056691,0.807867,0.112445,0.354081,chair
Cm8vWakf2os_AIIMS_Jammu_Hospital_Inside_Tour_00790.jpg,bench,chair/table/stairs_up,0.417780,0.819344,0.308290,0.354301,chair
Cm8vWakf2os_AIIMS_Jammu_Hospital_Inside_Tour_00802.jpg,vase,dustbin,0.468490,0.970447,0.113601,0.057301,drop
Cm8vWakf2os_AIIMS_Jammu_Hospital_Inside_Tour_00805.jpg,cell phone,sign_lift,0.285110,0.557122,0.042671,0.036707,drop
Cm8vWakf2os_AIIMS_Jammu_Hospital_Inside_Tour_00806.jpg,cell phone,sign_lift,0.338614,0.530746,0.022471,0.033189,drop
Cm8vWakf2os_AIIMS_Jammu_Hospital_Inside_Tour_00820.jpg,cell phone,sign_lift,0.753805,0.346541,0.036980,0.108932,drop
Cm8vWakf2os_AIIMS_Jammu_Hospital_Inside_Tour_00821.jpg,refrigerator,signboard/door/pole,0.595161,0.421405,0.384318,0.836724,person
fb612040-69ac-4c89-81dc-b180902e5ffe_1_00838.jpg,refrigerator,signboard/door/pole,0.587493,0.494824,0.825014,0.986871,sign_lift
fb612040-69ac-4c89-81dc-b180902e5ffe_1_00840.jpg,parking meter,dustbin/sign_lift,0.555008,0.486686,0.889983,0.947433,sign_lift
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00841.jpg,tv,signboard,0.175398,0.422417,0.032182,0.075703,signboard
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00853.jpg,tv,signboard,0.338714,0.587730,0.035538,0.140284,signboard
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00853.jpg,tv,signboard,0.629398,0.562409,0.210230,0.212360,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00854.jpg,tv,signboard,0.308865,0.573480,0.040891,0.148427,signboard
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00884.jpg,tv,signboard,0.059869,0.427040,0.118681,0.358418,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00890.jpg,tv,signboard,0.540881,0.342388,0.135971,0.233166,signboard
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00903.jpg,tv,signboard,0.726163,0.631167,0.033668,0.061449,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00904.jpg,tv,signboard,0.828041,0.623590,0.033813,0.066247,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00905.jpg,tv,signboard,0.959366,0.616932,0.040481,0.074043,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00906.jpg,tv,signboard,0.097138,0.531156,0.140599,0.191365,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00907.jpg,tv,signboard,0.576018,0.864743,0.136970,0.227654,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00910.jpg,tv,signboard,0.662960,0.606600,0.117962,0.271668,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00910.jpg,tv,signboard,0.117927,0.526434,0.133494,0.349146,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00911.jpg,tv,signboard,0.310106,0.448445,0.082842,0.293435,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00926.jpg,tv,signboard,0.298259,0.475251,0.055635,0.041003,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00947.jpg,tv,signboard,0.824663,0.461029,0.160731,0.351664,signboard
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00949.jpg,tv,signboard,0.746209,0.597486,0.193074,0.376944,signboard
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00954.jpg,tv,signboard,0.450691,0.661982,0.138809,0.054195,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00955.jpg,tv,signboard,0.020935,0.733721,0.041490,0.129874,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00957.jpg,tv,signboard,0.789990,0.712077,0.230544,0.112252,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00958.jpg,tv,signboard,0.665195,0.570604,0.027641,0.106333,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00958.jpg,tv,signboard,0.860458,0.708378,0.091029,0.087076,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00959.jpg,tv,signboard,0.910277,0.475667,0.040150,0.038705,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00959.jpg,tv,signboard,0.851841,0.698848,0.097831,0.086842,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00959.jpg,tv,signboard,0.869662,0.696553,0.060025,0.076580,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00960.jpg,tv,signboard,0.262201,0.484377,0.057877,0.113783,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00960.jpg,tv,signboard,0.699855,0.554059,0.031813,0.119297,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00961.jpg,tv,signboard,0.379257,0.488275,0.073330,0.123799,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00961.jpg,tv,signboard,0.888571,0.563635,0.033491,0.136664,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00962.jpg,tv,signboard,0.249850,0.442048,0.100787,0.164254,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00962.jpg,tv,signboard,0.847532,0.554711,0.035635,0.142505,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00963.jpg,tv,signboard,0.117169,0.753829,0.233404,0.337400,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00964.jpg,tv,signboard,0.052709,0.681407,0.104361,0.186018,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00965.jpg,tv,signboard,0.149431,0.213375,0.203209,0.223938,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00965.jpg,tv,signboard,0.207650,0.671199,0.413139,0.299312,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00966.jpg,tv,signboard,0.474163,0.088311,0.262799,0.165849,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00968.jpg,refrigerator,signboard/door/pole,0.419828,0.602487,0.834439,0.774766,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00970.jpg,tv,signboard,0.692038,0.344727,0.051467,0.203190,signboard
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00971.jpg,tv,signboard,0.565333,0.408350,0.132876,0.228993,signboard
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00974.jpg,tv,signboard,0.584435,0.517652,0.052501,0.056793,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00991.jpg,tv,signboard,0.667094,0.489063,0.037819,0.045858,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00992.jpg,tv,signboard,0.829914,0.417994,0.031358,0.064766,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00992.jpg,tv,signboard,0.760911,0.431299,0.043716,0.057125,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00993.jpg,tv,signboard,0.879850,0.347557,0.053512,0.069165,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_00993.jpg,tv,signboard,0.968625,0.325133,0.048375,0.088267,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01001.jpg,tv,signboard,0.800211,0.501173,0.065699,0.116693,signboard
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01017.jpg,vase,dustbin,0.136005,0.743552,0.067513,0.160209,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01018.jpg,vase,dustbin,0.138348,0.786949,0.085131,0.200918,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01019.jpg,vase,dustbin,0.526526,0.833143,0.108210,0.254086,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01019.jpg,tv,signboard,0.889419,0.512543,0.219797,0.710603,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01020.jpg,vase,dustbin,0.835309,0.853753,0.151612,0.287313,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01020.jpg,vase,dustbin,0.745319,0.805978,0.046078,0.245567,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01021.jpg,vase,dustbin,0.600384,0.714627,0.049840,0.117193,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01022.jpg,vase,dustbin,0.449099,0.732061,0.060312,0.142164,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01023.jpg,vase,dustbin,0.385947,0.771932,0.076198,0.179524,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01025.jpg,vase,dustbin,0.972702,0.827309,0.053477,0.308340,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01026.jpg,vase,dustbin,0.976672,0.738442,0.045625,0.116965,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01030.jpg,tv,signboard,0.673117,0.592069,0.163800,0.173006,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01032.jpg,tv,signboard,0.321223,0.581788,0.036733,0.147234,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01034.jpg,tv,signboard,0.769312,0.557383,0.259583,0.380384,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01035.jpg,tv,signboard,0.852234,0.540523,0.215429,0.401918,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01038.jpg,tv,signboard,0.510838,0.575751,0.086232,0.230004,signboard
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01039.jpg,tv,signboard,0.591639,0.533158,0.102137,0.194781,signboard
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01040.jpg,tv,signboard,0.650678,0.568616,0.123096,0.299434,signboard
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01040.jpg,cell phone,sign_lift,0.102643,0.637934,0.050717,0.087830,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01041.jpg,tv,signboard,0.754798,0.563140,0.154238,0.340328,signboard
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01042.jpg,tv,signboard,0.829295,0.554816,0.204065,0.386594,signboard
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01062.jpg,refrigerator,signboard/door/pole,0.718735,0.648040,0.097168,0.147826,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01063.jpg,refrigerator,signboard/door/pole,0.814537,0.680265,0.129604,0.204810,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01098.jpg,vase,dustbin,0.675569,0.526453,0.383392,0.891273,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01117.jpg,tv,signboard,0.856086,0.388175,0.287152,0.617648,drop
